9.739063191516864393e+00,1.419535052709025891e+01,1.690745522181008198e+01,3.539749024557936607e-01,1.561256183286933918e+01,1.952897827862016822e+00,1.331459117790294755e+01,1.241028695224088985e-01,1.691094113115205033e+01,1.168442829870066468e+01,9.808222238378146329e+00,7.981695538989985295e+00,3.537730406225090274e+00,5.906909910688700194e+00,4.434925771606510025e+00,4.347406710247758710e-01,1.267043931471964413e+01,1.791718747444643967e+01,2.837071490474907254e+00,5.361327064438119905e+00,7.320660814115191428e+00,1.191588719822954090e+01,5.694014108135412755e+00,7.647742569877302721e+00,9.138822486571081427e+00,6.548185470816147991e-01,5.465722929151073828e+00,7.171125340004474324e+00,2.523045553789819984e+00,5.473092827112897574e+00,1.064148184831331179e+01,9.687453909909276462e+00,2.509799761356723558e+00,5.933566747893097570e+00,8.899937517104294926e-01,2.220689084216562748e+00,1.195980491841918081e+01,1.429980064409883767e+01,1.313172722635083289e+01,8.403297635736805660e+00
8.241922896674690691e+00,1.683187187152633513e+01,1.026826236952570959e+01,5.227394162130027944e+00,1.470570201924233267e+01,1.343659791792583746e+01,1.642317036899680005e+01,6.362221891448083255e-01,5.654235300328727121e+00,1.465724983468607334e+01,2.487889967025092020e+00,4.265968234715504792e+00,1.345722189158673388e+01,1.810353467331761124e+01,1.371401215634783277e+01,5.403337752849135533e+00,1.183504142407897319e+01,1.289388667739012462e+01,9.730078933770791139e+00,1.386211001766189099e+01,1.998076956554166372e+01,1.508978592484651049e+00,1.371970575446466611e+01,6.099728608997292412e+00,5.446222779795737878e+00,6.666980953803404830e+00,1.127621826600840471e+01,1.048936135731839414e+00,4.493360275848692353e+00,1.599511278392628810e+01,8.915148785444168666e+00,7.949640182875395311e+00,1.191353427702846979e+01,1.441043069969916957e+01,1.601830556803265893e+01,8.000220188450528624e+00,5.569008588110659907e+00,1.156503595158930153e+01,1.228540312397046463e+01,3.175332515669875288e+00
8.501362698333160495e+00,1.237280556069674375e+01,1.200088921275131426e+01,4.180942713763702301e-01,1.476404051187573074e+01,1.419902241903472628e+01,1.497039204681340507e+01,1.161303329420865893e+01,6.167073784793619673e+00,1.393846469620391204e+01,8.685459077038899522e+00,1.389056930780743038e+01,7.957961823193815398e+00,1.399919022883256936e+01,5.121157196075616369e+00,9.190162733513266957e+00,1.107558457334894264e+01,5.376189382688858487e+00,3.421962509081779569e+00,9.196749987713078056e+00,1.796131044523112408e+01,5.484600981025129940e+00,1.647576303119791419e+01,1.770057779253766839e+01,7.339339608318207198e+00,4.583244453175518984e+00,2.298971212907379158e+00,7.967146515440887811e+00,1.461336380130870971e+01,7.711854955166508319e-01,1.850681107677403858e+01,1.150584575024747913e+01,1.029169120542830029e+01,1.036115581361698013e+01,3.826589509453792726e+00,1.188104406197098406e+01,1.219783880207618854e+00,1.007494934195038283e+01,1.174977773242873980e+01,1.876940540326423701e+01
4.383829438575508775e+00,5.180659227554620827e+00,4.978303178984004873e+00,1.516109334155426858e+01,1.311026337684047149e+01,5.451654435853683367e+00,7.236988441630267666e+00,8.229190029076711710e+00,6.044446551847264537e+00,1.198301499005154547e+01,9.486270789687334393e-01,1.816244943208600660e+01,3.121317709261999251e+00,8.441432103198032166e-01,7.110889710464205038e+00,1.245122064472855783e+01,1.749734257539320126e+01,1.677322753733228211e+01,3.981524493213006721e+00,1.133686975969695254e+01,3.194220367446989339e+00,1.176324109171708088e+01,1.396022478975997672e+01,5.318539590028716901e+00,5.708195170661389817e+00,6.733008194010059455e-01,1.750100932613524662e+01,1.413666775053298075e+01,1.825421450594039996e+01,1.648255290888147329e+01,1.638720346167985298e+01,7.076974605534564589e+00,7.071079878764532367e+00,1.541642196723228153e+01,5.707130123672796707e+00,1.219676252749304624e+01,4.852327701554313144e+00,3.192258191313948057e+00,1.420414465856951125e+01,1.228464466928090637e+01
1.255725988668520188e+01,9.254043776190428616e+00,8.254615871341039579e+00,1.377821526562134125e+01,1.843259947478302507e+01,1.739125646158889182e+01,1.418288903524241817e+01,1.221995404650194317e+01,3.269109053139489518e+00,3.477130824667162834e+00,1.871659203976361852e+01,1.733106280640258134e+01,2.671373068286841956e-01,6.900186077508887905e+00,1.369281082100773617e+01,6.506964990595511367e+00,1.093821672546428658e+01,1.415624499484600562e+01,1.810916628556413599e+01,1.609358313615577885e+01,9.169639118758469820e+00,1.831890788649287316e+01,5.998696784828101869e+00,1.053739905489534667e+00,1.701245679762071195e+00,6.814524229772549901e+00,9.978914360224404589e+00,8.799307576416694587e+00,1.452416009324453938e+01,1.135433213679934816e+01,1.807449908941695682e+01,1.011197097130506428e+01,3.227925854547837314e+00,9.273858856774854331e+00,1.393861080311014966e+01,1.380445956745575131e+00,1.254440084552210166e+01,1.516497759223419806e+01,8.193617313756893950e+00,1.854323927119300919e+01
1.942674221712023908e+01,1.966111675426986949e+01,2.907377083527771244e+00,5.804167505120467752e+00,1.801737317200896982e+01,1.904350291356570324e+01,1.143299152665730389e+01,1.572017235629421528e+00,5.870841803558704441e+00,1.659724369963784341e+01,1.247873638024921128e-01,8.029774543040771206e+00,1.591730104483904285e+01,6.075954677206563126e-01,1.209738452224865490e+01,1.859177502267775139e+01,6.182969828614945484e+00,6.278049562291312391e+00,1.195005597462603575e+01,1.208835777794151234e+01,1.477851666449857859e+01,6.981108762217593799e+00,6.734008627967260630e+00,8.091016918457690110e+00,3.214235485430005923e+00,1.393543429153778490e+01,1.240643445870141370e+01,5.861053466372226239e+00,8.993484418302873706e+00,2.380358161536528794e+00,8.921914188780711186e+00,1.245751031937968634e+01,1.410267919682064708e+01,3.994928940766955261e+00,6.613493118387614444e-01,9.218418739369555581e+00,1.962243752366736871e+00,8.286578951536720083e+00,7.311346543378616225e-01,1.822272690512700777e+01
6.417606050454873312e+00,1.257297766739622347e+00,5.882479279810459261e+00,1.256601379553727860e+00,5.651288298735417825e+00,1.635518194201547715e+01,4.484283119283269947e+00,1.649905866353186568e+01,7.149552036006183720e+00,8.080637487801105578e+00,1.916225274912198984e+01,2.252671862649635592e-01,1.614423041370016776e+01,9.542669627807871535e+00,1.440622493029098727e+01,6.336861749324884663e+00,9.263389384321902398e+00,7.996038224356105673e+00,1.720794294422511328e+01,5.314883302786792996e+00,1.172387363640308156e+00,1.580259861602684168e+01,6.754937444824575365e+00,7.805644347351694989e+00,1.356246176077638310e+01,1.298499018629846802e+01,8.332040459121952125e+00,6.740419299551136945e+00,1.581575225202202617e+01,1.957148323216679842e+01,7.541294518354158427e+00,7.562877694173963938e+00,7.500197346478412186e+00,1.107158091956793911e+01,1.500929077157311653e+01,1.296387567993163259e+01,1.799797268845088993e+01,1.958951265881842829e+01,1.486265928223744304e+01,5.467363071193709345e+00
1.408016276068060790e+01,1.043468624042009907e-01,1.755230792858560207e+01,8.011049426008529650e+00,2.936344293968926600e+00,1.028420494870675128e+01,1.241835603201778326e+01,1.353271199988509643e+01,1.222662428870213880e+01,4.639995520294570852e-01,9.886206724445980143e+00,1.018098455723056794e+01,3.112795124476575026e+00,1.051625816961743176e+01,1.579119901356631672e+01,1.391034160045246892e+01,9.586542634027830800e+00,1.334416147400447272e+01,1.472898502640745555e+01,8.235700559217862704e+00,8.511041027137844495e-01,8.984143035400915522e-01,1.850594539551466511e+01,7.951726242937651179e-01,1.936786117480251690e+01,5.730650989714414223e-01,1.781007094146143643e+01,5.952700082279188010e+00,1.372770967303281786e+01,8.842320810869331638e+00,1.680262852913242710e+01,1.878015940031627906e+01,1.075099070158376868e+01,8.032841324004259320e+00,1.806188208938983664e+01,1.872663394020592786e+00,2.588847804610776571e+00,1.673416768807515354e+01,1.687029679494906986e+01,4.791547615234213353e+00
1.851594954847445074e+00,3.372801783645997808e+00,9.508216225282964729e+00,1.157346772652514399e+00,2.702929831909965941e+00,9.218505305100975988e+00,8.491080697206061956e+00,1.728537942184041043e+01,6.447580220754511870e+00,1.574451402170119607e+01,3.537029374173450424e+00,1.364588211549117958e+01,1.324037354244227416e+00,7.783035153039068454e+00,7.282598384995320195e+00,3.198740852057957440e-01,1.679030164082834276e+01,6.910829304795953476e+00,1.241543838288628088e+01,1.950500832140956220e+01,1.554526175971860624e+01,8.906060128329242431e+00,1.636551019155387721e+01,8.928450648283829949e+00,8.501795636395353739e+00,7.157318145154151878e+00,1.322244268674772982e+01,1.788874512665146099e+01,8.842053305290459519e+00,2.331840993925065053e+00,1.255545962407829563e+01,1.867940991079680657e+01,2.273632489924268807e+00,1.207505103528299628e+01,1.056694892134658836e+01,4.443786923625802743e+00,1.551872606632026574e+01,1.206120236076292862e+01,1.700086211290462401e+01,1.547144357285388594e+01
1.743391101461939030e+01,1.005088659861593747e+01,1.328932855865914142e+01,2.729905073541689653e+00,1.699837413261530727e+01,6.929627014943370966e+00,1.572224323793097689e+01,3.716503232661712008e+00,5.430500708381192254e+00,2.962066629518878003e-01,1.908981432927203414e+01,1.363889835882769397e+01,1.735422332797069700e+01,2.255927803884383298e+00,7.495059293862618155e+00,5.002461674920710699e+00,1.641767150591280000e+01,7.284425026488651866e+00,8.597459521252305947e+00,1.617344791269078286e+01,1.509346925371745307e+01,9.497809184761988988e+00,1.541379312116963263e+01,6.218502840271660226e+00,1.518953270030946534e+01,1.372048485079555569e+01,4.794221324752769853e+00,1.243008672661514780e+01,1.496361786558858498e+01,1.154757083867597167e+01,1.031324915419339128e+01,2.740113126055605530e+00,1.179689765928993062e+01,2.881805345994081780e+00,9.682980461420079621e+00,8.656071464694289119e+00,9.369209668708419869e+00,1.212333525481456498e+01,3.293858738310306844e+00,2.035651970168128599e-01
5.226302015412628954e+00,1.377196920947835146e+01,5.354244836959933806e+00,1.117791427072021282e+00,1.435089300415881564e+00,1.660618054632272944e+01,1.880883218302131965e+01,3.318762487101680758e+00,1.143470459557086549e+01,6.045635166951903727e+00,1.322765053129868473e+00,7.094993334243504535e-01,1.163484604153822310e+01,4.755034028837245685e+00,1.611288454920669366e+01,1.172589610394864756e+01,6.220185255095072030e+00,1.354928837030822386e+01,1.557648282236458925e+01,1.629441527730937267e+01,1.998289574546882719e+01,7.749621200214525274e+00,8.909459914311774753e+00,1.272418686820397937e+01,3.059663822579825609e+00,9.753940171463270303e+00,2.443716541716018931e+00,1.625812830826386346e+01,2.727191606114007794e+00,1.374272783569004552e+01,1.127671778599070151e+01,1.476812359374407357e+01,1.898241748663500772e+01,5.798339548115329478e+00,9.632389187701251743e+00,7.417908474641308203e+00,6.396095614685792796e-02,1.671530635434858425e+01,1.176707779777895624e+01,6.048106478156758392e+00
1.935372112842049575e+01,1.999892735256555909e+01,7.635982109938761475e+00,1.132510622465680328e+01,1.709393038720733671e+01,6.995673116722562312e+00,4.054584720845122447e+00,5.444869636981941596e-01,1.882305300039063667e+01,1.321339400247241258e+01,4.311061815018042864e+00,3.540308919506889307e+00,1.962879399704836558e+01,1.891238241481213223e+01,1.065175459196361274e+01,1.618698756729225607e+01,1.331988906902606296e+01,2.844303204486999803e+00,1.417245631860171429e+01,7.670025295474047766e+00,1.115426185813342386e+01,3.030805324533363265e+00,1.400062907278121216e+01,1.772483998815680906e+01,2.385766655527252755e+00,1.789226411567930697e+01,1.167686447904123348e+01,1.338610132768750738e+01,9.491158779957011404e+00,4.919974650068636990e+00,1.559841603222780204e+00,1.593105931634465477e+01,4.034428839712507653e+00,8.952225978620905522e+00,1.328323889411021952e+01,3.260436159166368864e+00,7.149760469525700657e+00,1.575122631484035551e+01,2.517173254038402863e+00,1.809924297915688207e+00
9.982839865603612139e+00,8.936575529178693245e+00,1.849966092315113642e+01,1.688422366182279433e+01,1.589296860662255639e+01,2.443240769765875342e+00,6.359076319921880938e+00,1.080725024762281805e+01,4.165213823637228252e+00,8.479256157740273636e+00,1.400552169100300048e+01,5.331776867432679978e+00,1.527909173315496538e+01,1.750920728833982665e+01,8.570865107719210840e+00,2.659046785305172467e+00,7.972377014814568952e+00,7.938252344596856247e+00,1.774468217833674188e+01,3.330231807222243656e+00,6.721877136221070970e+00,1.403739981479629506e+01,3.717958018457410141e+00,1.289384064431855492e+00,3.270092854952111328e+00,6.552606352611263674e+00,4.796394196290338918e+00,1.909954875439785127e+01,4.347408078954893007e+00,1.048571016934581834e+01,8.333686061255751731e-01,3.073074253406151701e+00,2.459320274687559760e-01,5.353458854390420463e+00,1.961891125588701712e+00,1.254079795835625966e+01,1.550775491465101119e+01,2.359013837528323165e-01,1.350248621669792470e+01,1.803423325036902014e+01
4.728651526164385999e+00,1.752615605166134216e+01,1.747648104426234639e+01,1.874410865184774266e+01,7.348256607198424106e+00,7.777866243241602362e+00,3.181850779889994207e+00,9.709372722240043885e+00,3.848298916331696073e+00,1.454974684310667854e+01,7.750255059746913311e-01,1.778330346697793374e+01,3.504678324951249202e+00,1.899255346554164703e+01,1.638674914596883880e+01,1.112831307921005575e+01,1.981355608372080113e+01,8.941980725747431080e+00,5.518508283586795571e+00,1.331967267220890250e+01,1.255354891567892395e+01,8.754554276715682093e+00,5.253130310024031857e+00,1.660461556966466645e+01,4.173364845833386738e+00,1.058991579372315073e+01,3.729856071099411086e+00,1.569856062057813517e+01,6.032419880030010617e+00,7.493140030571194821e+00,7.029220236070554684e+00,1.835081187031351035e+00,1.794337277547025877e+01,1.629391116021280794e+01,1.419760857938118725e+01,1.666317193241717565e+00,1.821190612296469880e+01,1.960508656643161984e+01,7.422061752194624162e+00,2.597458570116615295e+00
