-7.069516413411977007e-01,3.475657832758995425e-01,-1.644177971904582647e-01,-4.159043035870897964e-01,2.772359070727399843e-01,-6.313126150226889832e-01,-5.145265337170418229e-01,-1.006193256426432120e-01,-7.105304499999880175e-02,-2.846061369077464431e-01,3.819137620127575072e-01,-8.169806186068355736e-01,-4.468018188260023393e-01,-4.971511629023749324e-01,-1.165659695973753074e+00,1.808598174087001631e-01,-2.887937240070221137e-02,1.874608228671294785e-01,-2.430997539534182350e-01,-3.941325564828471184e-01,1.853137982926899574e-01,-8.477512939514092460e-02,-1.652979535331144667e-01,1.255591885815556530e-01,2.443242573346070950e-02
1.337740356831848554e-01,-9.874781717489952010e-03,-4.407826039683324093e-01,2.692732451221507492e-02,6.637901780502508675e-02,-5.539974066305146660e-01,-4.369405054367435648e-01,6.895151191439715666e-01,-3.642366788586755000e-01,2.679995848759939708e-02,-5.649190616409516252e-01,1.770388855725314459e-01,-1.832445454983799155e-02,-4.679407037224208588e-01,-8.897868259029141635e-02,4.690997192972291008e-01,7.223399846456371454e-02,-1.088764425828053106e+00,1.223577052932736553e+00,-1.338134684282475506e+00,5.330325560769659798e-01,1.346314378349191987e+00,-8.776536413664992597e-01,-1.131642558767756546e+00,-6.547122684643660318e-01
-3.254378300994383855e-01,2.831702576816957917e-01,-2.200820748713619990e-01,-1.328463228959680942e-01,1.565189209329936604e-01,-5.599832283994448101e-01,5.731595644769912901e-02,-5.914618785544563107e-01,-8.584344812315172213e-01,5.186381149579368799e-01,-5.668736323101024599e-01,4.303774662414941998e-01,1.133444527680383535e-01,1.764141437066127638e-01,-3.197678736007292799e-01,-3.607287286650078806e-01,-3.668391477170731413e-02,1.492669480612840438e-01,8.135066857074538804e-01,3.153118091459404804e-01,-7.369581403669596409e-02,4.726233632344608443e-02,-4.220487184853207174e-01,3.038613656373508332e-01,5.627811294917089979e-01
4.567004898744965180e-01,2.912890442943246172e-01,1.840180931887098470e-01,3.975418844203614660e-03,6.121583132050814058e-01,3.461078677769515166e-01,-4.624696690706205787e-02,6.688522142362860468e-01,-2.464592128206251620e-01,-6.882038861452457468e-01,4.958897640541427565e-01,-2.030750814676564597e-01,5.729849658081531683e-01,8.485091502536566688e-02,6.315150405246693355e-01,-2.965944435754752639e-01,-1.632905273787774725e-01,-6.900139930982164271e-01,-4.739657401628122879e-01,2.869563674912028461e-01,-6.359094888978671367e-01,7.280412491348351445e-01,2.225966733542179554e-01,-3.775454941562143563e-01,4.318330226093055613e-01
-5.097725407464263198e-02,-1.256671686983153180e-02,-4.767000667132565983e-01,7.156939365294326949e-01,3.908574754356470282e-01,-3.542285702695057714e-01,-5.193436947917570157e-01,1.117660882721370624e-01,-2.964191656230045768e-01,3.581712371575070386e-01,-1.459562852017849688e-01,-8.714188077144968680e-02,5.861780314844700079e-01,2.883015611467823480e-01,-1.028526389500578064e-01,1.680292462624654037e-01,3.830764546767953527e-01,-7.866603933688256708e-03,2.423318927749020524e-01,-5.492456916919208343e-01,-5.310173222885816724e-01,-3.585279127461817872e-01,-3.597007569152249618e-01,-1.558787391093659214e-01,5.776788503045136025e-01
3.139449628364452405e-01,-4.463009515144268913e-01,1.068318982345777685e-01,-5.110136516959814523e-01,-4.959543325402875902e-01,4.695572579825497139e-01,-1.306417755695652716e-01,-7.000271358249177123e-01,7.173511879238853028e-02,8.449244588333730821e-01,-4.637620880162547921e-01,6.182881399158673963e-01,4.130141466921352644e-01,6.241771570626925003e-01,4.591369761957569406e-01,4.991332478097355030e-01,1.090909846519815818e-01,-3.366776599848714246e-02,2.165333495219434468e-01,2.853730488447377492e-02,-3.386027102579690085e-01,-4.271171957683764786e-01,3.136422745680667590e-01,6.517516449205524864e-01,-2.229718854540238202e-02
-8.331694738600258221e-01,4.509968239220724096e-01,1.980694449428226089e-01,-7.170410631547394220e-02,-4.119407926514145335e-01,4.181182146049111092e-01,-4.562415784007198827e-01,1.061849088218361215e-02,1.058902491753765246e-01,2.986257313978915029e-01,3.832431672959026037e-02,-1.145337159149756173e-01,5.451935012241005962e-01,-2.212117386574200678e-02,5.109730907552240131e-01,-3.599277276334519327e-01,-3.149660733193830331e-01,-1.108979008680411604e-01,5.229607869769765244e-02,7.066710954287339086e-02,-5.484956173392415701e-01,1.405895339644123998e-01,1.278573924578299825e-01,-3.279856568528053962e-01,1.100004242260635423e-01
6.844555346968270726e-01,-3.947570188913528816e-02,3.784286922528809494e-01,-4.259780011227446428e-01,1.652317302353992490e-01,7.019169072897794015e-01,3.287214235900146608e-01,-3.458319850909920001e-01,-2.884607973144464599e-01,3.087710722813545861e-01,5.299522449756014497e-01,-5.926770632098457003e-01,2.373019508018843482e-01,-9.812115327581595325e-01,2.834563139778681906e-01,1.653505786057142199e-02,-2.468608777769449314e-01,6.080418255918135229e-01,-2.458879414228574145e-01,3.138578669482642858e-01,4.631468470112235503e-01,-1.840762045859298812e-01,-1.512791570977598254e-01,1.316374243386504994e-01,4.899524390893792436e-01
8.516981263457901186e-02,1.584870824746605067e-01,4.477517283950613880e-01,-6.097776882216535688e-01,3.776472671184655239e-01,5.300034861335076869e-02,3.614015010613058076e-01,-1.001042780758297224e-01,2.018516872816200625e-01,4.758095443602100572e-01,-5.162638908724160869e-01,2.122283043690954829e-01,1.745594056324478727e-01,-4.763927089845532703e-01,-8.055057878292233575e-02,1.860864600504154864e-01,-4.979305301009238072e-01,4.955674817556950384e-01,2.084039164395690702e-01,-1.867257925719801315e-01,-5.818219617850065584e-01,3.130005446734476782e-01,5.025944104039087312e-02,1.012764400192595338e-01,8.709401628332807954e-02
4.217313676017179769e-01,1.343795008912010147e-01,2.442599792702854211e-02,-6.402100842599474095e-01,8.197356932244324046e-01,-5.400428815901403556e-01,3.823725858437461156e-01,-2.467268480047991874e-01,-2.646316367148773829e-01,-4.193336430414913441e-01,3.584160421054193302e-01,-3.443226056278000380e-01,2.920660334020663274e-01,2.252709144696863341e-01,4.442924257184660553e-01,-2.812730756491015338e-01,1.825024602546577723e-01,3.227718919682449061e-01,1.484976985382485855e-02,4.399503713185206055e-01,-3.701692251241769371e-01,-4.782908569246774877e-01,-4.604457512168066979e-01,1.535140128991161479e-01,4.435286166328176183e-01
