-6.152713298797607422e-01,3.233423233032226562e-01,3.643156960606575012e-02,3.623700141906738281e-02,3.646995127201080322e-02,3.649011254310607910e-02,3.640083223581314087e-02,3.633691370487213135e-02,3.667879849672317505e-02,3.691909834742546082e-02
3.233423233032226562e-01,-2.666219137609004974e-02,-3.713338077068328857e-02,-3.694170713424682617e-02,-3.700472414493560791e-02,-3.713466599583625793e-02,-3.700119256973266602e-02,-3.704833984375000000e-02,-3.714091330766677856e-02,-3.740811347961425781e-02
3.643156960606575012e-02,-3.713338077068328857e-02,3.018811112269759178e-04,1.690983772277832031e-04,-1.178681850433349609e-05,4.135072231292724609e-05,7.934961467981338501e-05,-1.134946942329406738e-04,-1.031029969453811646e-04,2.070814371109008789e-04
3.623700141906738281e-02,-3.694170713424682617e-02,1.690983772277832031e-04,-5.687038719770498574e-05,-5.853176116943359375e-05,5.005672574043273926e-05,1.499271020293235779e-04,1.359432935714721680e-04,3.571037668734788895e-04,-9.193643927574157715e-05
3.646995127201080322e-02,-3.700472414493560791e-02,-1.178681850433349609e-05,-5.853176116943359375e-05,5.216899444349110126e-04,-1.780614256858825684e-04,1.904182136058807373e-05,3.856420516967773438e-05,-4.062056541442871094e-05,7.756054401397705078e-05
3.649011254310607910e-02,-3.713466599583625793e-02,4.135072231292724609e-05,5.005672574043273926e-05,-1.780614256858825684e-04,2.829534932971000671e-04,1.280177384614944458e-04,1.030862331390380859e-04,1.116469502449035645e-04,4.890561103820800781e-05
3.640083223581314087e-02,-3.700119256973266602e-02,7.934961467981338501e-05,1.499271020293235779e-04,1.904182136058807373e-05,1.280177384614944458e-04,5.626805359497666359e-04,2.069771289825439453e-05,-1.082858070731163025e-04,-3.570169210433959961e-04
3.633691370487213135e-02,-3.704833984375000000e-02,-1.134946942329406738e-04,1.359432935714721680e-04,3.856420516967773438e-05,1.030862331390380859e-04,2.069771289825439453e-05,6.082954350858926773e-04,-7.633119821548461914e-05,-4.240870475769042969e-05
3.667879849672317505e-02,-3.714091330766677856e-02,-1.031029969453811646e-04,3.571037668734788895e-04,-4.062056541442871094e-05,1.116469502449035645e-04,-1.082858070731163025e-04,-7.633119821548461914e-05,2.222494367742910981e-04,1.538842916488647461e-04
3.691909834742546082e-02,-3.740811347961425781e-02,2.070814371109008789e-04,-9.193643927574157715e-05,7.756054401397705078e-05,4.890561103820800781e-05,-3.570169210433959961e-04,-4.240870475769042969e-05,1.538842916488647461e-04,4.968912689946591854e-04
