2.807405292987823486e-01,6.815861463546752930e-01,9.823823571205139160e-01,6.007032394409179688e-01,1.406201720237731934e-01,3.476239442825317383e-01,9.441021680831909180e-01,3.917211294174194336e-01,6.235663294792175293e-01,1.026825070381164551e+00,5.825968980789184570e-01,2.514678537845611572e-01,2.542752623558044434e-01,2.874404788017272949e-01,5.944381356239318848e-01,5.517312288284301758e-01,2.929728329181671143e-01,4.875567257404327393e-01,5.070170760154724121e-01,5.515856146812438965e-01
6.815861463546752930e-01,1.211798340082168579e-01,1.386743038892745972e-01,2.197933644056320190e-01,4.664553701877593994e-01,5.102419853210449219e-01,6.569920182228088379e-01,5.761292576789855957e-01,7.905830144882202148e-01,7.315418124198913574e-01,7.288190126419067383e-01,4.945426285266876221e-01,5.853847265243530273e-01,4.381628632545471191e-01,5.950913429260253906e-01,7.361009120941162109e-01,4.273759424686431885e-01,-1.804606430232524872e-02,1.853736340999603271e-01,4.486303031444549561e-01
9.823823571205139160e-01,1.386743038892745972e-01,3.142890930175781250e-01,4.717948436737060547e-01,7.072209119796752930e-01,7.453492283821105957e-01,8.565638661384582520e-01,2.541546225547790527e-01,4.179173409938812256e-01,1.202860251069068909e-01,7.727615237236022949e-01,3.100245296955108643e-01,1.086340546607971191e+00,9.078594446182250977e-01,3.812193274497985840e-01,4.569050073623657227e-01,3.237632811069488525e-01,2.184053212404251099e-01,8.102157115936279297e-01,8.013500832021236420e-03
6.007032394409179688e-01,2.197933644056320190e-01,4.717948436737060547e-01,7.372248768806457520e-01,7.603387236595153809e-01,7.927882671356201172e-01,1.772219389677047729e-01,3.498242497444152832e-01,5.890267491340637207e-01,4.064615964889526367e-01,4.334472119808197021e-01,7.054431438446044922e-01,4.049549400806427002e-01,6.262515187263488770e-01,8.337829113006591797e-01,1.929954439401626587e-01,5.865694880485534668e-01,5.650912523269653320e-01,6.340377032756805420e-02,2.918511629104614258e-01
1.406201720237731934e-01,4.664553701877593994e-01,7.072209119796752930e-01,7.603387236595153809e-01,4.941902756690979004e-01,3.141547441482543945e-01,5.123078823089599609e-01,5.868154168128967285e-01,3.971636891365051270e-01,4.932342767715454102e-01,5.618546605110168457e-01,5.653372406959533691e-01,3.496759235858917236e-01,4.264490008354187012e-01,4.907541871070861816e-01,6.596643328666687012e-01,5.458285212516784668e-01,5.709154009819030762e-01,3.504889309406280518e-01,9.154037833213806152e-01
3.476239442825317383e-01,5.102419853210449219e-01,7.453492283821105957e-01,7.927882671356201172e-01,3.141547441482543945e-01,1.059544920921325684e+00,2.455087453126907349e-01,5.609072446823120117e-01,5.194958448410034180e-01,2.102901786565780640e-01,7.790627479553222656e-01,7.019092440605163574e-01,7.092301249504089355e-01,4.031316637992858887e-01,4.417887926101684570e-01,3.814366459846496582e-01,8.198065757751464844e-01,7.185051441192626953e-01,4.534620046615600586e-01,1.086661696434020996e+00
9.441021680831909180e-01,6.569920182228088379e-01,8.565638661384582520e-01,1.772219389677047729e-01,5.123078823089599609e-01,2.455087453126907349e-01,2.545228898525238037e-01,3.657961785793304443e-01,4.151032567024230957e-01,6.700375080108642578e-01,4.405001997947692871e-01,5.405503511428833008e-01,4.839427173137664795e-01,2.823171019554138184e-01,6.428931951522827148e-01,4.342712461948394775e-01,7.467365264892578125e-01,8.018615841865539551e-01,8.151559233665466309e-01,5.438535809516906738e-01
3.917211294174194336e-01,5.761292576789855957e-01,2.541546225547790527e-01,3.498242497444152832e-01,5.868154168128967285e-01,5.609072446823120117e-01,3.657961785793304443e-01,6.449864506721496582e-01,6.736952066421508789e-01,3.060229122638702393e-03,9.028007388114929199e-01,5.728836059570312500e-01,7.713524103164672852e-01,6.358203887939453125e-01,8.733994364738464355e-01,2.890770733356475830e-01,1.003343164920806885e-01,4.574657678604125977e-01,5.206122994422912598e-01,3.295833468437194824e-01
6.235663294792175293e-01,7.905830144882202148e-01,4.179173409938812256e-01,5.890267491340637207e-01,3.971636891365051270e-01,5.194958448410034180e-01,4.151032567024230957e-01,6.736952066421508789e-01,7.876871228218078613e-01,7.422779202461242676e-01,4.526738822460174561e-01,5.012878775596618652e-01,5.628954768180847168e-01,-6.610685959458351135e-03,6.625659465789794922e-01,6.669074892997741699e-01,1.422881186008453369e-01,6.848755478858947754e-01,5.712743997573852539e-01,6.521205902099609375e-01
1.026825070381164551e+00,7.315418124198913574e-01,1.202860251069068909e-01,4.064615964889526367e-01,4.932342767715454102e-01,2.102901786565780640e-01,6.700375080108642578e-01,3.060229122638702393e-03,7.422779202461242676e-01,5.560751557350158691e-01,4.709365665912628174e-01,1.944776922464370728e-01,6.943069100379943848e-01,7.989085316658020020e-01,2.338168025016784668e-01,5.093853175640106201e-02,1.890014111995697021e-01,6.256254911422729492e-01,7.903811335563659668e-01,5.723688006401062012e-01
