1.517571955919265747e-01,6.899340748786926270e-01,-7.729370892047882080e-02,-7.918219268321990967e-02,8.579821586608886719e-01,4.197826981544494629e-01,7.018739581108093262e-01,6.411518454551696777e-01,2.947717905044555664e-01,2.743425667285919189e-01,1.053619980812072754e+00,5.678356885910034180e-01,8.638364076614379883e-01,3.166874647140502930e-01,7.479101419448852539e-01,6.902251839637756348e-01,4.439389109611511230e-01,6.793563961982727051e-01,3.430370092391967773e-01,9.113940000534057617e-01,8.492352813482284546e-02,-3.281654790043830872e-02
6.899340748786926270e-01,3.663937747478485107e-01,4.235975146293640137e-01,7.516936063766479492e-01,3.000484704971313477e-01,4.543810188770294189e-01,5.629402995109558105e-01,5.524677634239196777e-01,3.789189457893371582e-01,5.277799963951110840e-01,2.452531456947326660e-01,1.101450681686401367e+00,5.174307823181152344e-01,2.798500955104827881e-01,4.002478122711181641e-01,6.488144397735595703e-01,4.967517852783203125e-01,3.049933612346649170e-01,3.002304732799530029e-01,4.567048847675323486e-01,7.216299176216125488e-01,6.146593093872070312e-01
-7.729370892047882080e-02,4.235975146293640137e-01,1.514755934476852417e-01,8.634782433509826660e-01,6.604748964309692383e-01,2.185735106468200684e-01,7.398883700370788574e-01,6.214683651924133301e-01,4.349694252014160156e-01,9.024943113327026367e-01,6.275628805160522461e-01,6.461394429206848145e-01,6.972808837890625000e-01,-3.265267610549926758e-02,1.375788897275924683e-01,1.288106590509414673e-01,2.399988025426864624e-01,4.508532583713531494e-01,7.407009601593017578e-01,6.061943769454956055e-01,7.470499277114868164e-01,5.411770343780517578e-01
-7.918219268321990967e-02,7.516936063766479492e-01,8.634782433509826660e-01,1.129603236913681030e-01,8.564957380294799805e-01,6.782765388488769531e-01,4.338349103927612305e-01,2.878356873989105225e-01,6.713837385177612305e-01,6.789680123329162598e-01,8.300679326057434082e-01,6.753759384155273438e-01,9.264035224914550781e-01,8.130381703376770020e-01,7.509090900421142578e-01,8.136698007583618164e-01,3.543575108051300049e-01,3.904125094413757324e-01,4.423137009143829346e-01,4.338190853595733643e-01,-4.875694960355758667e-02,-5.924607440829277039e-02
8.579821586608886719e-01,3.000484704971313477e-01,6.604748964309692383e-01,8.564957380294799805e-01,6.687948107719421387e-01,1.011090353131294250e-01,3.496453762054443359e-01,8.473201990127563477e-01,3.898712396621704102e-01,6.236198544502258301e-01,7.663165330886840820e-01,4.776171743869781494e-01,4.069834649562835693e-01,3.361728787422180176e-01,8.236474990844726562e-01,5.750178694725036621e-01,3.552800416946411133e-01,4.391067326068878174e-01,3.356023430824279785e-01,5.372455120086669922e-01,2.929421663284301758e-01,6.063631176948547363e-01
4.197826981544494629e-01,4.543810188770294189e-01,2.185735106468200684e-01,6.782765388488769531e-01,1.011090353131294250e-01,5.923302769660949707e-01,1.598556339740753174e-01,7.341895103454589844e-01,5.081623792648315430e-01,9.913167953491210938e-01,8.127400875091552734e-01,5.060983300209045410e-01,4.115547835826873779e-01,4.226377606391906738e-01,6.048545241355895996e-01,6.184746623039245605e-01,5.884270071983337402e-01,7.632426023483276367e-01,6.100128889083862305e-01,1.761052161455154419e-01,7.962534427642822266e-01,7.827751040458679199e-01
7.018739581108093262e-01,5.629402995109558105e-01,7.398883700370788574e-01,4.338349103927612305e-01,3.496453762054443359e-01,1.598556339740753174e-01,4.809500575065612793e-01,2.182041853666305542e-01,1.858687549829483032e-01,5.920966863632202148e-01,8.701339364051818848e-01,6.052482724189758301e-01,8.587015271186828613e-01,5.727440118789672852e-01,4.257745742797851562e-01,6.635375618934631348e-01,8.302279710769653320e-01,3.877540528774261475e-01,5.625264048576354980e-01,4.800012707710266113e-01,4.512656331062316895e-01,1.483397036790847778e-01
6.411518454551696777e-01,5.524677634239196777e-01,6.214683651924133301e-01,2.878356873989105225e-01,8.473201990127563477e-01,7.341895103454589844e-01,2.182041853666305542e-01,8.914711475372314453e-01,4.698954224586486816e-01,2.455869466066360474e-01,1.899807453155517578e-01,2.055969983339309692e-01,4.440577626228332520e-01,9.590693116188049316e-01,7.768645882606506348e-01,1.464045941829681396e-01,8.720740079879760742e-01,3.104586601257324219e-01,5.500762462615966797e-01,1.561998724937438965e-01,5.058506727218627930e-01,2.017882317304611206e-01
2.947717905044555664e-01,3.789189457893371582e-01,4.349694252014160156e-01,6.713837385177612305e-01,3.898712396621704102e-01,5.081623792648315430e-01,1.858687549829483032e-01,4.698954224586486816e-01,4.906968772411346436e-01,2.219118773937225342e-01,6.978096961975097656e-01,8.617148399353027344e-01,3.806623220443725586e-01,6.164264082908630371e-01,3.529284298419952393e-01,3.312821388244628906e-01,7.465879321098327637e-01,9.658295512199401855e-01,4.548612833023071289e-01,8.921268582344055176e-02,9.210416674613952637e-01,9.494773298501968384e-02
2.743425667285919189e-01,5.277799963951110840e-01,9.024943113327026367e-01,6.789680123329162598e-01,6.236198544502258301e-01,9.913167953491210938e-01,5.920966863632202148e-01,2.455869466066360474e-01,2.219118773937225342e-01,4.731834232807159424e-01,2.935688197612762451e-01,2.837751507759094238e-01,1.772795319557189941e-01,5.434275865554809570e-01,6.099410653114318848e-01,6.536120772361755371e-01,8.310056328773498535e-01,3.415073156356811523e-01,7.344900369644165039e-01,1.107618734240531921e-01,8.914110064506530762e-01,7.376351356506347656e-01
