-1.631166934967041016e-01,-3.040887117385864258e-01,1.241499558091163635e-03,-1.198108494281768799e-01,-1.517589390277862549e-02,-2.333508431911468506e-02,-6.738204509019851685e-02,4.710101708769798279e-02,9.195117652416229248e-02,2.252725064754486084e-01,5.448676645755767822e-03,9.610050916671752930e-02,-2.924426272511482239e-02,2.213419228792190552e-02,-1.957290619611740112e-01,2.030336856842041016e-01,3.499567136168479919e-02,-1.005642488598823547e-01,2.360192686319351196e-01,1.071016266942024231e-01
-3.040887117385864258e-01,-3.366124257445335388e-02,2.920374274253845215e-02,8.087970316410064697e-03,-6.327211856842041016e-02,9.833345562219619751e-02,7.087071239948272705e-02,6.031441688537597656e-02,-5.952410399913787842e-03,-6.481841951608657837e-02,-1.692183502018451691e-02,-5.978956073522567749e-02,1.024608165025711060e-01,-1.152711734175682068e-02,-9.811986982822418213e-02,7.881190627813339233e-02,-9.424729645252227783e-02,6.086824461817741394e-02,-7.710990309715270996e-02,2.730759978294372559e-01
1.241499558091163635e-03,2.920374274253845215e-02,-7.207863777875900269e-02,9.768928587436676025e-02,2.826884761452674866e-02,3.606640547513961792e-02,-7.742384821176528931e-02,-2.750158309936523438e-03,2.976024709641933441e-02,6.507572531700134277e-02,-3.391983732581138611e-02,4.224570095539093018e-02,1.630524918437004089e-02,9.761872142553329468e-02,-2.670024335384368896e-02,-2.062946557998657227e-02,-7.579749822616577148e-02,-4.497554898262023926e-02,-1.500205695629119873e-02,-7.875177264213562012e-02
-1.198108494281768799e-01,8.087970316410064697e-03,9.768928587436676025e-02,-1.246945583261549473e-03,-1.054084487259387970e-02,-6.651670671999454498e-03,-1.197723299264907837e-02,-2.308031916618347168e-02,-1.286363229155540466e-02,-1.456998288631439209e-01,3.732368350028991699e-03,-8.363582938909530640e-02,5.747232958674430847e-02,-2.679731696844100952e-02,2.627515420317649841e-02,9.125170111656188965e-02,1.032456681132316589e-01,7.478213310241699219e-02,-2.710945717990398407e-02,1.765251159667968750e-03
-1.517589390277862549e-02,-6.327211856842041016e-02,2.826884761452674866e-02,-1.054084487259387970e-02,4.637620970606803894e-02,-3.213727846741676331e-02,-4.675523936748504639e-02,8.876603841781616211e-02,3.196597099304199219e-03,-7.507027685642242432e-02,-6.967380642890930176e-02,-5.389551818370819092e-02,-7.150043547153472900e-02,-4.914332926273345947e-02,-6.616064906120300293e-02,5.910303443670272827e-02,1.574695557355880737e-01,2.849384397268295288e-02,4.902854561805725098e-03,1.493051648139953613e-01
-2.333508431911468506e-02,9.833345562219619751e-02,3.606640547513961792e-02,-6.651670671999454498e-03,-3.213727846741676331e-02,3.052864968776702881e-01,1.837998628616333008e-02,-1.222994178533554077e-03,-5.959352850914001465e-02,-1.803304627537727356e-02,6.945468485355377197e-02,-1.021851673722267151e-01,-9.402588754892349243e-02,-1.971092820167541504e-02,-1.885486394166946411e-02,-9.129509329795837402e-02,2.333871275186538696e-02,-1.595605537295341492e-02,-1.973014883697032928e-02,-2.943247929215431213e-02
-6.738204509019851685e-02,7.087071239948272705e-02,-7.742384821176528931e-02,-1.197723299264907837e-02,-4.675523936748504639e-02,1.837998628616333008e-02,3.686796128749847412e-02,-1.042013168334960938e-01,4.289409145712852478e-02,2.676779031753540039e-02,1.116163879632949829e-01,1.182753741741180420e-01,-2.518974430859088898e-02,-6.041023135185241699e-02,5.327127873897552490e-02,3.351346030831336975e-02,-1.722700148820877075e-01,8.275714516639709473e-02,3.462495282292366028e-02,3.607547283172607422e-02
4.710101708769798279e-02,6.031441688537597656e-02,-2.750158309936523438e-03,-2.308031916618347168e-02,8.876603841781616211e-02,-1.222994178533554077e-03,-1.042013168334960938e-01,-1.370670050382614136e-01,-3.044416941702365875e-02,-5.508995056152343750e-02,7.390689104795455933e-02,9.256655722856521606e-02,9.306527674198150635e-02,3.092771768569946289e-02,1.002325564622879028e-01,5.396802350878715515e-02,-1.367619484663009644e-01,-4.608040302991867065e-02,3.065202385187149048e-02,-9.697162359952926636e-02
9.195117652416229248e-02,-5.952410399913787842e-03,2.976024709641933441e-02,-1.286363229155540466e-02,3.196597099304199219e-03,-5.959352850914001465e-02,4.289409145712852478e-02,-3.044416941702365875e-02,-4.646168649196624756e-02,-9.555004537105560303e-02,1.780688762664794922e-03,2.303482033312320709e-02,-8.237590640783309937e-02,7.731731981039047241e-03,1.315924823284149170e-01,6.719071418046951294e-02,5.370706692337989807e-02,-3.490051627159118652e-02,-1.128774806857109070e-01,3.007966279983520508e-02
2.252725064754486084e-01,-6.481841951608657837e-02,6.507572531700134277e-02,-1.456998288631439209e-01,-7.507027685642242432e-02,-1.803304627537727356e-02,2.676779031753540039e-02,-5.508995056152343750e-02,-9.555004537105560303e-02,2.348366752266883850e-02,3.776662424206733704e-02,-7.305280864238739014e-02,-9.001389145851135254e-03,9.207117557525634766e-02,1.390417367219924927e-01,-1.350030303001403809e-03,-2.894416451454162598e-03,-1.225278526544570923e-02,9.774347394704818726e-02,-1.165375858545303345e-01
