1.421900987625122070e-01,8.116167783737182617e-02,-3.713995963335037231e-02,2.435663491487503052e-01,1.538204997777938843e-01,7.841526716947555542e-02,-1.094179823994636536e-01,1.173432916402816772e-01,-2.547465451061725616e-02,1.109798923134803772e-01,-5.656420439481735229e-02,1.339473128318786621e-01,-4.369367659091949463e-02,-7.892927527427673340e-02,-1.987136900424957275e-01,4.039608314633369446e-02,-1.119848266243934631e-01,-1.063776239752769470e-01,2.083779312670230865e-02,3.015221282839775085e-02,-1.847261339426040649e-01,7.588648051023483276e-02
5.852294713258743286e-02,2.432549931108951569e-02,1.199390590190887451e-01,6.179252266883850098e-02,-1.282427161931991577e-01,1.538733392953872681e-01,-9.308350831270217896e-02,2.797342464327812195e-02,-1.013623103499412537e-01,-8.628288283944129944e-03,1.947885751724243164e-01,-2.927278280258178711e-01,1.045016273856163025e-01,-3.910492360591888428e-02,-3.362501785159111023e-02,1.035959050059318542e-01,1.826196163892745972e-01,-3.813887387514114380e-02,-1.825165897607803345e-01,1.815929263830184937e-02,-1.514182537794113159e-01,-2.165519073605537415e-02
1.024033725261688232e-01,-5.023733153939247131e-02,-8.935309946537017822e-03,3.493835031986236572e-02,-1.465405076742172241e-01,2.474192678928375244e-01,3.709213808178901672e-02,-3.849986195564270020e-02,-1.110099628567695618e-01,-4.177536442875862122e-02,-5.598951131105422974e-02,-5.975490808486938477e-02,-1.579616516828536987e-01,-7.169655710458755493e-02,1.372350305318832397e-01,2.193120680749416351e-02,4.316177591681480408e-02,5.648535862565040588e-02,-7.205684483051300049e-02,1.261239349842071533e-01,4.451331868767738342e-02,5.197553709149360657e-02
-1.478617340326309204e-01,2.604892477393150330e-02,4.565484076738357544e-02,-1.870057284832000732e-01,-1.625260859727859497e-01,-5.951895378530025482e-03,-1.344741135835647583e-01,-6.039398908615112305e-02,2.696794830262660980e-02,1.597436964511871338e-01,3.482049331068992615e-02,3.256383165717124939e-02,5.791279301047325134e-02,-2.711819484829902649e-02,1.222678050398826599e-01,-2.500172145664691925e-02,1.386435329914093018e-01,-1.056595966219902039e-01,-1.433398276567459106e-01,-1.669737696647644043e-01,1.679107993841171265e-01,9.069469571113586426e-02
-1.025884598493576050e-01,-1.650272905826568604e-01,4.700354486703872681e-02,-6.305411458015441895e-02,8.559972792863845825e-02,1.116014122962951660e-01,-8.060902357101440430e-02,1.701805442571640015e-01,6.116495281457901001e-02,-1.480381339788436890e-01,1.687927991151809692e-01,1.325749605894088745e-01,1.454372256994247437e-01,-2.141317576169967651e-01,1.425078976899385452e-02,-6.117009371519088745e-02,1.587331295013427734e-01,4.730188474059104919e-02,2.797432839870452881e-01,-2.704992145299911499e-02,4.141896206419914961e-04,-1.840510815382003784e-01
-1.595169603824615479e-01,-1.453050225973129272e-01,-8.891802281141281128e-02,9.036149084568023682e-02,-6.773284822702407837e-02,-6.214974820613861084e-02,-8.925060182809829712e-02,-9.990365058183670044e-02,-3.147422522306442261e-02,8.479813486337661743e-02,-2.659770194441080093e-03,-6.905726157128810883e-03,-6.653992831707000732e-02,1.543876528739929199e-01,7.884170190664008260e-05,-1.945692151784896851e-01,-3.433012589812278748e-02,1.930819749832153320e-01,8.871477842330932617e-02,3.053183294832706451e-02,5.024277046322822571e-02,-2.334484755992889404e-01
-3.950902074575424194e-02,1.430530548095703125e-01,-5.072471499443054199e-02,-2.802180685102939606e-02,2.747090905904769897e-02,1.829946339130401611e-01,1.134501472115516663e-01,1.691293343901634216e-02,1.422363072633743286e-01,1.487153172492980957e-01,-1.375204622745513916e-01,1.704779863357543945e-01,7.694551348686218262e-02,-2.050426602363586426e-02,-2.606872655451297760e-02,1.833240687847137451e-02,2.768577933311462402e-01,1.916322857141494751e-01,3.682744503021240234e-02,1.837019622325897217e-01,2.316058874130249023e-01,-9.620730578899383545e-02
9.154906123876571655e-02,-2.386281453073024750e-02,2.411269545555114746e-01,8.764460682868957520e-02,5.199312046170234680e-02,1.728282719850540161e-01,-8.595245331525802612e-02,-6.898759305477142334e-02,5.387646332383155823e-02,-1.407754570245742798e-01,1.550739854574203491e-01,6.654606759548187256e-02,-1.647852212190628052e-01,8.639048784971237183e-02,1.359105259180068970e-01,-2.301329560577869415e-02,-8.235539309680461884e-03,1.575777190737426281e-03,-1.363077014684677124e-01,-2.017801254987716675e-01,-6.001242995262145996e-02,-1.517773568630218506e-01
-1.905763596296310425e-01,-2.146076224744319916e-02,-2.639980427920818329e-02,2.684764191508293152e-02,1.237017437815666199e-01,1.665149629116058350e-01,-5.689582973718643188e-02,-2.697551548480987549e-01,8.519412577152252197e-02,-2.172401398420333862e-01,1.229449510574340820e-01,-1.175452247262001038e-01,-5.234609171748161316e-02,1.182078123092651367e-01,-1.541822403669357300e-01,4.753722995519638062e-02,7.490695267915725708e-02,-1.390356421470642090e-01,-1.729938536882400513e-01,-1.760516501963138580e-02,-4.686987400054931641e-02,2.083622664213180542e-01
2.054229006171226501e-02,2.407416403293609619e-01,-3.515762742608785629e-03,-9.017982333898544312e-02,1.343162804841995239e-01,-6.413265364244580269e-04,-2.862913534045219421e-02,4.005599766969680786e-02,1.663326099514961243e-02,1.857123523950576782e-01,-1.417389214038848877e-01,1.818335056304931641e-01,-1.309214830398559570e-01,-1.246742978692054749e-01,-3.950846195220947266e-02,-3.298698365688323975e-02,8.329036086797714233e-02,-1.778385192155838013e-01,1.488001793622970581e-01,8.051975630223751068e-03,-3.685365617275238037e-02,1.732127070426940918e-01
