-3.420350253582000732e-01,1.860285848379135132e-01,1.936715841293334961e-02,1.939751952886581421e-02,1.954853534698486328e-02,1.938483491539955139e-02,1.947948336601257324e-02,1.980093866586685181e-02,1.912545971572399139e-02,1.990950107574462891e-02
1.860285848379135132e-01,-3.102790750563144684e-02,-1.925147697329521179e-02,-1.932434737682342529e-02,-1.944650709629058838e-02,-1.947650313377380371e-02,-1.933174952864646912e-02,-1.948396116495132446e-02,-1.914946734905242920e-02,-1.974944397807121277e-02
1.936715841293334961e-02,-1.925147697329521179e-02,-9.542937041260302067e-04,2.392455935478210449e-04,6.680190563201904297e-05,1.296103000640869141e-04,1.789806410670280457e-04,-7.215142250061035156e-05,-3.287568688392639160e-05,2.023428678512573242e-04
1.939751952886581421e-02,-1.932434737682342529e-02,2.392455935478210449e-04,-7.305769249796867371e-04,1.564621925354003906e-05,-9.855628013610839844e-05,1.822561025619506836e-04,-1.302515156567096710e-04,3.856327384710311890e-05,2.333670854568481445e-04
1.954853534698486328e-02,-1.944650709629058838e-02,6.680190563201904297e-05,1.564621925354003906e-05,-8.229544037021696568e-04,2.462118864059448242e-04,1.877713948488235474e-04,1.572677865624427795e-04,-1.091957092285156250e-04,-3.238022327423095703e-05
1.938483491539955139e-02,-1.947650313377380371e-02,1.296103000640869141e-04,-9.855628013610839844e-05,2.462118864059448242e-04,-4.957873607054352760e-04,4.971027374267578125e-05,-1.029074192047119141e-04,1.757666468620300293e-04,-4.684925079345703125e-05
1.947948336601257324e-02,-1.933174952864646912e-02,1.789806410670280457e-04,1.822561025619506836e-04,1.877713948488235474e-04,4.971027374267578125e-05,-9.825135348364710808e-04,2.055261284112930298e-04,-2.936869859695434570e-04,1.658499240875244141e-04
1.980093866586685181e-02,-1.948396116495132446e-02,-7.215142250061035156e-05,-1.302515156567096710e-04,1.572677865624427795e-04,-1.029074192047119141e-04,2.055261284112930298e-04,-6.270955200307071209e-04,2.599656581878662109e-04,-1.651346683502197266e-04
1.912545971572399139e-02,-1.914946734905242920e-02,-3.287568688392639160e-05,3.856327384710311890e-05,-1.091957092285156250e-04,1.757666468620300293e-04,-2.936869859695434570e-04,2.599656581878662109e-04,-4.775102715939283371e-04,2.023205161094665527e-04
1.990950107574462891e-02,-1.974944397807121277e-02,2.023428678512573242e-04,2.333670854568481445e-04,-3.238022327423095703e-05,-4.684925079345703125e-05,1.658499240875244141e-04,-1.651346683502197266e-04,2.023205161094665527e-04,-8.826616685837507248e-04
